Key;Label;�rea Neg�cio;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
605;RPT000605;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\2\12\e3b88950-6ada-4869-8e2d-ef4759b3bc48\;344f107d-efe9-4cb1-b802-e1f28df952f5.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;2277
606;RPT000606;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\4\23\c4b63845-6397-4638-90e8-85bbdb994fd7\;14572656-b331-4904-b4af-a10a96caeb31.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;2603
607;RPT000607;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\4\8\6b9d02ab-8756-4cbe-9004-710806a4b882\;505e9022-3f68-488f-8bb3-79212ef16a80.1..pdf;IBAN, Profissao, CPostal, Data, DesignacaoCP, Nome;4;0.00026;18;4551
608;RPT000608;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\9\1\7a839ba6-9eb1-4edb-b636-d5b57471fc73\;514ecc03-7f3e-4346-951e-d3272f10290c.1..pdf;Morada, CPostal, Nome;2;0.00013;10;6766
609;RPT000609;Administração;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\8\4724eed7-2582-45e5-b40b-7a64f9e2e1d5\;28d2e21e-41b2-4e3b-b831-59563ddd1a98.1..pdf;;0;0.00000;0;3588
610;RPT000610;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\12\30\d1732e3d-f20a-4d01-93c2-10d894176039\;d28fbd8a-67b9-4021-a4a0-55f86b2707f8.pdf;Filiacao, Profissao, CPostal, Data, EMAIL, Nome;5;0.00033;19;30841
611;RPT000611;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\25\a60d25d0-7b86-4aac-9f0a-2b7e79303bb4\;74b424c3-627b-4a5b-884b-8f6a7f00c49e.1..pdf;;0;0.00000;0;5306
612;RPT000612;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\3\15\8c085aa5-dca2-43fa-b85a-9d3a00c39cb0\;2010_03_15_11_51_01.pdf;NIB, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;12;3530
613;RPT000613;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\8\23\f9ad8671-1d71-4d2c-b8b6-4fe0b1dd304a\;801ea339-703d-449e-9f65-7fc2db4d7045.pdf;Profissao, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;17;9135
614;RPT000614;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\1\2\54db028c-1034-4fb4-be3e-1c8ec73bc830\;7c8d9588-38ec-48e6-9d1d-43f32dbbd8ee.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;22;8386
615;RPT000615;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\27\c08a0541-f9be-4085-8484-6f147ac669bd\;b50d16e4-6f96-40f3-be0c-5bbc9bcbc1ff.1..pdf;;0;0.00000;0;1890
616;RPT000616;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\7\b06a1942-7c33-4e84-91b3-32fcd118271c\;30b96374-b16c-4f48-9e1e-20b1fb4546a1.1..pdf;IBAN, Habilitacao, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;2372
617;RPT000617;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\30\61d2508a-573e-406d-9bfb-f6eb12c5311a\;971dcb76-fd90-4b2a-91af-93ae6bf7c6ab.1..pdf;Filiacao, IBAN, NIB, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;16;2037
618;RPT000618;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\15\41c2bc48-1f1b-48e6-b507-d24b555ea345\;a706301b-02ef-437f-8603-db2eb959d089.1..pdf;;0;0.00000;0;684
619;RPT000619;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\12\7\b64f4174-9545-4cb8-925b-fb69fa31640e\;16001937-c45a-4ebb-9f73-cd7050fb228c.1..pdf;Morada, CPostal, Data, EMAIL, Nome;2;0.00013;13;2615
620;RPT000620;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\9\21\e1bfd29d-3602-4db9-bf64-8e440965ec66\;6180fcc3-191c-4b6c-a793-e938d23d38e8.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;7646
621;RPT000621;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\2\19\cbbc0678-c3c7-4993-8488-5861e7bd757e\;3dfe903f-cf34-405e-af40-462d8c84dde4.pdf;Profissao, CPostal, EMAIL, DesignacaoCP, Nome;2;0.00007;15;563
622;RPT000622;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\28\8f785873-b8f8-4d56-8cd5-4eab6857e92d\;33e3f0c5-50fd-46ac-b4df-981bca0d30bf.1..pdf;Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0.00013;18;1407
623;RPT000623;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\6\1\65cceae1-5b59-43b0-b4cb-005403b6d0aa\;1f81c70f-8339-40da-b673-420e3de9502f.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;7446
624;RPT000624;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\5\19\28fa504f-5cbc-4d73-902f-a56205f459bf\;9e1b8469-9b74-458e-b79a-72cb1b6954c7.1..pdf;IBAN, Profissao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;22;6338
625;RPT000625;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\14\fba08cdf-5d56-433e-93df-9460367ad50c\;0a79866b-5546-46c4-a7d9-facc3cd920af.1..pdf;Filiacao, IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;17;2632
626;RPT000626;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\11\e89aff43-4f13-4e3f-a5d4-7d0fc25f72d8\;0802335d-2a32-4f06-944a-31aad1f4df55.1..pdf;;0;0.00000;0;5133
627;RPT000627;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\29\050b0c0d-f1d1-4f47-9124-ab28b3d467ba\;aa0e3319-6668-4f57-a090-7364039a3e74.1..pdf;;0;0.00000;0;2307
628;RPT000628;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\8\10\b848b02c-ecc4-4d07-8778-9f4e9b21c56f\;8d3ad214-f065-4993-85fc-5c4fcde555bd.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;1473
629;RPT000629;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\4\4\df9887b4-1de8-4cb0-94ff-a3526a317fc9\;7eb9025a-0e4f-4f08-9981-15c81393da69.xls;Profissao, DesignacaoCP, Nome;2;0.00013;6;2831
630;RPT000630;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\4\7\0a1e1169-11fb-4494-9f3f-4bb112a98284\;f8912161-5654-4663-96b9-4ca6700ee2eb.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;2750
631;RPT000631;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\12\7\ffc17aca-f958-4193-b4ef-27b21ab050f3\;744dcc06-6608-4af7-ae88-4dcd1366e79a.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;2032
632;RPT000632;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\8\10\43b545ae-0a90-45cf-9a85-b633139b7330\;51535aeb-ee66-4c92-8460-c1e09e10f6da.1..pdf;CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;9;10718
633;RPT000633;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\8\22\feb6824f-c76c-4ec0-ad2c-094970c3788b\;c126a32c-aa18-4492-a777-ca9e5524a1d6.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;8465
634;RPT000634;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\17\d9324559-08ce-42f3-8295-cb326fbb1587\;c0d68e3e-faf2-4005-a6b2-1455dfe11883.1..pdf;;0;0.00000;0;3649
635;RPT000635;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\6\28\94924b7d-c8e4-4a01-b448-6a57d2f43372\;4969f240-a27e-49a3-ba78-61abe5a029a8.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;22;2991
636;RPT000636;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\30\66e8da5e-3158-4679-9510-d3e0432aacc1\;b641eb47-d4a9-4769-ba99-d8ba68eded5a.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;21;1515
637;RPT000637;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\24\33ab45a8-d34c-4d5a-b1b8-9abc0aeba0bd\;cbbcbd40-fce1-4f7c-9725-35ba8742f40a.1..pdf;Profissao, CPostal, Data, DesignacaoCP, Nome;2;0.00013;9;1429
638;RPT000638;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\5\14\2d4f3137-957f-4e12-9654-7aab04adcd28\;b8c19293-e45b-4fef-8b39-455d8e6400d4.pdf;;0;0.00000;0;10115
639;RPT000639;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\6\5\d44cb094-1e19-43f6-a3cb-d734984e4251\;7c7526e8-8d3b-4003-8d78-c82fe64fdf09.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;1426
640;RPT000640;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\2\8\f144bf18-d198-49cc-be73-86b75734e6db\;f2a652fc-6e33-41e0-b19f-2b730391e62b.1..pdf;Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0.00013;21;5630
641;RPT000641;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\5\19\70815ba8-974f-4e8a-8eee-9d7b00b3f3c4\;2010_05_19_10_48_09.pdf;Telefone, CPostal, Data, Nome, DesignacaoCP;2;0.00013;11;7795
642;RPT000642;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\22\264fc6d6-771e-4d31-a9db-7a3175211e42\;b09296e3-eac0-4f8f-856f-e263994e1e19.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1332
643;RPT000643;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\10\22bee48b-8210-4e98-8d6d-d68a9e944f92\;a928a4f1-4a08-4f3d-a7ff-c0213900a727.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;8709
644;RPT000644;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\5\14\7e3467c4-f9e4-4954-813a-62dac215ba3f\;e2dee2d8-3399-4656-ac2c-99abd8ff7eaf.pdf;;0;0.00000;0;2083
645;RPT000645;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\2\3\bbb472e5-bdc8-48ab-a121-c3169277932f\;265a9093-0e63-4635-98c3-f3bab8ec1540.1..pdf;;0;0.00000;0;8589
646;RPT000646;Projectos Internos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\4\24\52091f16-1749-4564-89f7-fa6fe9309dbb\;d4b69b95-ba03-4d28-959d-75e3cec5b6f6.pdf;;0;0.00000;0;9727
647;RPT000647;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\28\a70cea58-66ab-4a67-845c-d22d523629ee\;7868e2ae-71bc-4eb9-99f2-03f6f6b27cc9.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;17;2094
648;RPT000648;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\6\23\4b29ccea-4578-4d5e-a191-9d9e00bcd5ec\;2010_06_23_11_25_40.pdf;CPostal, Data, DesignacaoCP;2;0.00013;5;13492
649;RPT000649;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\28\70de36af-cb17-43e7-aca3-c3e5dae361b0\;812b24a7-8910-4f20-93bb-3834a137027d.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;8653
650;RPT000650;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\6\16\7c60cb77-509e-45e2-a95e-2d268ba826b0\;c34ec420-f4ab-4170-aced-d1115da386c8.1..pdf;Morada, CPostal, EMAIL, Nome, DesignacaoCP;2;0.00013;15;2982
651;RPT000651;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\10\4\7ed9ea7b-76a3-4d2a-88ca-37a97fb36e63\;82dfc782-222f-47e2-932f-1d078791730a.1..pdf;;0;0.00000;0;1626
652;RPT000652;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\8\13\10454218-063b-4fca-aa16-2b627dfaf100\;14406e03-0284-4058-99d0-5bd282b3cd86.pdf;Profissao, CPostal, Data, DesignacaoCP, Nome, NISS;4;0.00026;21;13847
653;RPT000653;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\27\a3a0408a-361a-4a4d-9572-6e4d2ae0850a\;8336a6bd-73fd-4ddf-af65-4aeeb6d23e12.1..pdf;IBAN, NIB, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;14;9725
654;RPT000654;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\11\15\bf279011-ee07-46cd-a49a-0312933394e1\;dc77e479-00e7-4922-84d9-13bbaa3ad1f3.pdf;NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;9092
655;RPT000655;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\23\75ea7efc-393b-42be-87f8-1dfb47bc890c\;2c57eaf9-6132-497a-9d57-6d3dc7851261.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;23;1360
656;RPT000656;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\15\f769a36a-0969-4be2-a46e-b9898ae26e77\;d2afc5ad-5e18-4a3a-9c2b-83238d311697.1..pdf;Filiacao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;14;1326
657;RPT000657;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\6\30\302028ab-aa9e-4503-9d52-97734b3534ac\;fbf522c7-8d0c-4909-a9d0-8cef40c05e29.1..pdf;IBAN, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;1399
658;RPT000658;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\8\27\507b673a-3e18-44a5-a313-9dbbe4af21b7\;7b3b14e7-5870-4832-a01d-f82bbc63d11a.1..pdf;;0;0.00000;0;2809
659;RPT000659;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\4\24\7d9065e4-8ea6-4839-8e7a-a1050b1a9f0c\;da1ec56e-32d6-45ca-a987-aa4dca113a22.pdf;NIB, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;13;11551
660;RPT000660;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\1\4db0ecad-9fa2-434e-8728-619b996290a7\;0194d364-45f7-41f6-b81b-781961b7cbd3.1..pdf;CPostal, EMAIL, Nome;2;0.00013;12;1632
661;RPT000661;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\3\2c6c030a-09ff-4a7e-ab5c-a70377c8f26f\;fa350e62-a717-4ae1-adce-68f869fa385f.1..pdf;;0;0.00000;0;3510
662;RPT000662;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\11\14\27c6466d-c412-4f88-8c35-359ada61a271\;0e505f48-5967-4ad3-93ce-a2f55e1d89e8.1..pdf;;0;0.00000;0;1054
663;RPT000663;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\11\25\23de66d8-9916-4328-90e9-7e72b8a0a60b\;a694a5ac-d7cc-46c9-a779-dac391c8862a.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;1400
664;RPT000664;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\3\9\a656d001-0a7d-4678-b42c-ee1fb7649fee\;4f6c1f49-f47d-4ac7-bd5b-d5427b94df9b.1..pdf;Filiacao, IBAN, NIB, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;20;8533
665;RPT000665;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\19\7539ee55-264a-499c-82cc-f365ee4524c5\;4a43c7a5-5218-4c63-8997-3217251d6370.1..pdf;;0;0.00000;0;1312
666;RPT000666;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\28\c9c0f054-632f-4ece-8573-10911e857f4c\;9bdf392b-b92f-4450-9d40-55bb8ffac564.1..pdf;;0;0.00000;0;2963
667;RPT000667;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\12\16\fa05feaf-a4e9-456e-9035-9ce101148341\;IRN_Relatorio Preliminar.pdf;;0;0.00000;0;34514
668;RPT000668;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\1\30\1888acec-ba66-4e76-9bfd-6b90f5c7c7f6\;597dc6bd-6c61-4f14-bb18-af8ef5e40225.1..pdf;;0;0.00000;0;106666
669;RPT000669;Apoio – CIM;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\8\19\897a7e1e-af09-4033-b698-acf7d0eee41d\;93d99654-5e3f-48b6-830d-432a765994a0.1..pdf;;0;0.00000;0;1830
670;RPT000670;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\9\19\14e54cd9-bd8f-4b92-a1eb-8158de765acb\;94bb2012-5776-46ed-82c7-4cd0a1eb9332.1..pdf;;0;0.00000;0;2232
671;RPT000671;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\2\3078fc47-b156-46f8-b923-8244590d498b\;d2aa3e83-3334-48b3-94b8-357dee82e1f6.1..pdf;Filiacao, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;29;1145
672;RPT000672;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\12\12\4774e82b-5daf-4018-b1a1-85cd3c7f723c\;3fcaaf73-caf5-4dfa-b9c2-8ab088b81b6e.pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;1675
673;RPT000673;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\5\14\a0f1acf3-cbe5-40f1-be92-80ac30f00766\;82740fbd-5376-42f9-bf33-698f6010ca85.pdf;;0;0.00000;0;7828
674;RPT000674;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\23\b613ada0-df35-4989-bfad-2797a53d64b1\;c505a310-0591-46c7-a4ea-ec9b06ef3bea.1..pdf;;0;0.00000;0;1923
675;RPT000675;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\7\6\c5c5c23e-30ba-4932-af50-ed3cdc4b945b\;6de72e86-603b-42ab-a6e5-fad6496c3234.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;2054
676;RPT000676;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\5\28\e27efdaa-403e-4a0e-9141-d42d6497bada\;54639dd9-a66d-487e-a30d-d82494affc0e.pdf;IBAN, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;18;1908
677;RPT000677;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\5\9\0fc28e77-1969-4830-b2df-dc29df43f353\;326c1382-c9a9-4a29-8b81-641527b09e82.pdf;Filiacao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;16;1330
678;RPT000678;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\9\8\31985d5b-0c86-49c2-a971-1fe536af6bc6\;f96f6cdb-8cf2-4d39-bf34-e0874101ca66.1..pdf;;0;0.00000;0;16609
679;RPT000679;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\8\31\a65639c1-7c8f-44f3-a881-7ff99aab186f\;d83b6cdf-01c9-4f8f-bbae-0561272d4ece.1..pdf;;0;0.00000;0;16141
680;RPT000680;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\7\8\4912c4e7-4c2f-4f85-bbe9-1a9c3eea9525\;5c7d35ed-37e0-4d21-bb49-a7510688085b.1..pdf;IBAN, Profissao, Telemovel, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;6324
681;RPT000681;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\2\7\f9b9a988-4856-46e2-911b-34126b92758f\;412bea85-110f-4a32-9b55-5a0e78ef8307.pdf;Morada, CPostal, Data, DesignacaoCP, Nome;2;0.00013;28;52850
682;RPT000682;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\1\6\b1e1bbed-a73e-443c-97f3-c98e61c81234\;3ee433a4-58a6-4862-b148-0c9680e7aea6.pdf;;0;0.00000;0;8196
683;RPT000683;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\1\5e46a0e9-bb2a-45a2-a76b-3a73f4102460\;c7595e7b-3f8f-4bb8-b307-e6180cb2a2e8.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;15;1575
684;RPT000684;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\11\6e05ade8-f942-47bd-91b2-a9b24ed91c96\;dca16c56-1fea-4391-8ee0-99dfc425ed97.1..pdf;Filiacao, IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;15;2031
685;RPT000685;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\8\27\0c9765c0-b58f-4f8a-8b3d-dfec9b0ba6d8\;ce043dcc-4822-4629-8374-cfdaf6546d82.1..pdf;;0;0.00000;0;3737
686;RPT000686;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\5\23\4330f05e-255e-4174-b509-fc543c4cf406\;32557b7d-1305-4680-a41b-35bb3e093718.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;28;1158
687;RPT000687;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\6\21\00a57384-7184-43e9-9ec0-a4eb175a56d4\;d2efa91a-e050-4cc8-b3c4-d0788cd59202.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;29;1168
688;RPT000688;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\6\29\c3504496-eb8c-4a3f-984d-e78dd0a39425\;3304b8f0-4c88-4788-9735-a91e7bd2d360.1..pdf;IBAN, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;1395
689;RPT000689;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\4\15\d2067132-f282-4e1d-8a6b-9d590109b0ca\;2010_04_15_16_06_26.pdf;NIB, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;13;3440
690;RPT000690;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\27\14556485-6e5d-4fc0-88f4-76109c3fc084\;e7b257ae-3df7-4084-b9ce-62ca51125415.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;15;2351
691;RPT000691;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\12\28\3b5ca09e-129e-4c98-990b-d714f26ae163\;9c273b42-fa56-4ece-9306-fc780cea3fe8.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1430
692;RPT000692;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\9\4\b77a13e0-d49d-489f-8205-f5c8a9ab1ced\;28406fa9-8b00-4004-92ab-cc1a1ca984c8.1..pdf;;0;0.00000;0;1260
693;RPT000693;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\6\27\662b31e7-e5c8-4240-a81e-462099866523\;0280ec1d-ea47-4338-8ef1-5c52fd8c85c4.pdf;IBAN, Profissao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;1506
694;RPT000694;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\12\23\1f2d0d17-c8ab-4a15-a39d-9ce8013933d6\;2009_12_23_18_59_20.pdf;;0;0.00000;0;3110
